TimeStep 0 0 -100.00 0.00 
TimeStep 0 1 100.00 0.00 
TimeStep 500000 0 -100.00 0.00 
TimeStep 500000 1 100.00 0.00 
TimeStep 1000000 0 -100.00 0.00 
TimeStep 1000000 1 100.00 0.00 
TimeStep 1500000 0 -100.00 0.00 
TimeStep 1500000 1 100.00 0.00 
TimeStep 2000000 0 -100.00 0.00 
TimeStep 2000000 1 100.00 0.00 
TimeStep 2500000 0 -100.00 0.00 
TimeStep 2500000 1 100.00 0.00 
TimeStep 3000000 0 -100.00 0.00 
TimeStep 3000000 1 100.00 0.00 
TimeStep 3500000 0 -100.00 0.00 
TimeStep 3500000 1 100.00 0.00 
TimeStep 4000000 0 -100.00 0.00 
TimeStep 4000000 1 100.00 0.00 
TimeStep 4500000 0 -100.00 0.00 
TimeStep 4500000 1 100.00 0.00 
TimeStep 5000000 0 -100.00 0.00 
TimeStep 5000000 1 100.00 0.00 
TimeStep 5500000 0 -100.00 0.00 
TimeStep 5500000 1 100.00 0.00 
TimeStep 6000000 0 -100.00 0.00 
TimeStep 6000000 1 100.00 0.00 
TimeStep 6500000 0 -100.00 0.00 
TimeStep 6500000 1 100.00 0.00 
TimeStep 7000000 0 -100.00 0.00 
TimeStep 7000000 1 100.00 0.00 
TimeStep 7500000 0 -100.00 0.00 
TimeStep 7500000 1 100.00 0.00 
TimeStep 8000000 0 -100.00 0.00 
TimeStep 8000000 1 100.00 0.00 
TimeStep 8500000 0 -100.00 0.00 
TimeStep 8500000 1 100.00 0.00 
TimeStep 9000000 0 -100.00 0.00 
TimeStep 9000000 1 100.00 0.00 
TimeStep 9500000 0 -100.00 0.00 
TimeStep 9500000 1 100.00 0.00 
TimeStep 10000000 0 -100.00 0.00 
TimeStep 10000000 1 100.00 0.00 
TimeStep 10500000 0 -100.00 0.00 
TimeStep 10500000 1 100.00 0.00 
TimeStep 11000000 0 -100.00 0.00 
TimeStep 11000000 1 100.00 0.00 
TimeStep 11500000 0 -100.00 0.00 
TimeStep 11500000 1 100.00 0.00 
TimeStep 12000000 0 -100.00 0.00 
TimeStep 12000000 1 100.00 0.00 
TimeStep 12500000 0 -100.00 0.00 
TimeStep 12500000 1 100.00 0.00 
TimeStep 13000000 0 -100.00 0.00 
TimeStep 13000000 1 100.00 0.00 
TimeStep 13500000 0 -100.00 0.00 
TimeStep 13500000 1 100.00 0.00 
TimeStep 14000000 0 -100.00 0.00 
TimeStep 14000000 1 100.00 0.00 
TimeStep 14500000 0 -100.00 0.00 
TimeStep 14500000 1 100.00 0.00 
TimeStep 15000000 0 -100.00 0.00 
TimeStep 15000000 1 100.00 0.00 
TimeStep 15500000 0 -100.00 0.00 
TimeStep 15500000 1 100.00 0.00 
TimeStep 16000000 0 -100.00 0.00 
TimeStep 16000000 1 100.00 0.00 
TimeStep 16500000 0 -100.00 0.00 
TimeStep 16500000 1 100.00 0.00 
TimeStep 17000000 0 -100.00 0.00 
TimeStep 17000000 1 100.00 0.00 
TimeStep 17500000 0 -100.00 0.00 
TimeStep 17500000 1 100.00 0.00 
TimeStep 18000000 0 -100.00 0.00 
TimeStep 18000000 1 100.00 0.00 
TimeStep 18500000 0 -100.00 0.00 
TimeStep 18500000 1 100.00 0.00 
TimeStep 19000000 0 -100.00 0.00 
TimeStep 19000000 1 100.00 0.00 
TimeStep 19500000 0 -100.00 0.00 
TimeStep 19500000 1 100.00 0.00 
TimeStep 20000000 0 -100.00 0.00 
TimeStep 20000000 1 100.00 0.00 
TimeStep 20500000 0 -100.00 0.00 
TimeStep 20500000 1 100.00 0.00 
TimeStep 21000000 0 -100.00 0.00 
TimeStep 21000000 1 100.00 0.00 
TimeStep 21500000 0 -100.00 0.00 
TimeStep 21500000 1 100.00 0.00 
TimeStep 22000000 0 -100.00 0.00 
TimeStep 22000000 1 100.00 0.00 
TimeStep 22500000 0 -100.00 0.00 
TimeStep 22500000 1 100.00 0.00 
TimeStep 23000000 0 -100.00 0.00 
TimeStep 23000000 1 100.00 0.00 
TimeStep 23500000 0 -100.00 0.00 
TimeStep 23500000 1 100.00 0.00 
TimeStep 24000000 0 -100.00 0.00 
TimeStep 24000000 1 100.00 0.00 
TimeStep 24500000 0 -100.00 0.00 
TimeStep 24500000 1 100.00 0.00 
TimeStep 25000000 0 -100.00 0.00 
TimeStep 25000000 1 100.00 0.00 
TimeStep 25500000 0 -100.00 0.00 
TimeStep 25500000 1 100.00 0.00 
TimeStep 26000000 0 -100.00 0.00 
TimeStep 26000000 1 100.00 0.00 
TimeStep 26500000 0 -100.00 0.00 
TimeStep 26500000 1 100.00 0.00 
TimeStep 27000000 0 -100.00 0.00 
TimeStep 27000000 1 100.00 0.00 
TimeStep 27500000 0 -100.00 0.00 
TimeStep 27500000 1 100.00 0.00 
TimeStep 28000000 0 -100.00 0.00 
TimeStep 28000000 1 100.00 0.00 
TimeStep 28500000 0 -100.00 0.00 
TimeStep 28500000 1 100.00 0.00 
TimeStep 29000000 0 -100.00 0.00 
TimeStep 29000000 1 100.00 0.00 
TimeStep 29500000 0 -100.00 0.00 
TimeStep 29500000 1 100.00 0.00 
TimeStep 30000000 0 -100.00 0.00 
TimeStep 30000000 1 100.00 0.00 
TimeStep 30500000 0 -100.00 0.00 
TimeStep 30500000 1 100.00 0.00 
TimeStep 31000000 0 -100.00 0.00 
TimeStep 31000000 1 100.00 0.00 
TimeStep 31500000 0 -100.00 0.00 
TimeStep 31500000 1 100.00 0.00 
TimeStep 32000000 0 -100.00 0.00 
TimeStep 32000000 1 100.00 0.00 
TimeStep 32500000 0 -100.00 0.00 
TimeStep 32500000 1 100.00 0.00 
TimeStep 33000000 0 -100.00 0.00 
TimeStep 33000000 1 100.00 0.00 
TimeStep 33500000 0 -100.00 0.00 
TimeStep 33500000 1 100.00 0.00 
TimeStep 34000000 0 -100.00 0.00 
TimeStep 34000000 1 100.00 0.00 
TimeStep 34500000 0 -100.00 0.00 
TimeStep 34500000 1 100.00 0.00 
TimeStep 35000000 0 -100.00 0.00 
TimeStep 35000000 1 100.00 0.00 
TimeStep 35500000 0 -100.00 0.00 
TimeStep 35500000 1 100.00 0.00 
TimeStep 36000000 0 -100.00 0.00 
TimeStep 36000000 1 100.00 0.00 
TimeStep 36500000 0 -100.00 0.00 
TimeStep 36500000 1 100.00 0.00 
TimeStep 37000000 0 -100.00 0.00 
TimeStep 37000000 1 100.00 0.00 
TimeStep 37500000 0 -100.00 0.00 
TimeStep 37500000 1 100.00 0.00 
TimeStep 38000000 0 -100.00 0.00 
TimeStep 38000000 1 100.00 0.00 
TimeStep 38500000 0 -100.00 0.00 
TimeStep 38500000 1 100.00 0.00 
TimeStep 39000000 0 -100.00 0.00 
TimeStep 39000000 1 100.00 0.00 
TimeStep 39500000 0 -100.00 0.00 
TimeStep 39500000 1 100.00 0.00 
TimeStep 40000000 0 -100.00 0.00 
TimeStep 40000000 1 100.00 0.00 
TimeStep 40500000 0 -100.00 0.00 
TimeStep 40500000 1 100.00 0.00 
TimeStep 41000000 0 -100.00 0.00 
TimeStep 41000000 1 100.00 0.00 
TimeStep 41500000 0 -100.00 0.00 
TimeStep 41500000 1 100.00 0.00 
TimeStep 42000000 0 -100.00 0.00 
TimeStep 42000000 1 100.00 0.00 
TimeStep 42500000 0 -100.00 0.00 
TimeStep 42500000 1 100.00 0.00 
TimeStep 43000000 0 -100.00 0.00 
TimeStep 43000000 1 100.00 0.00 
TimeStep 43500000 0 -100.00 0.00 
TimeStep 43500000 1 100.00 0.00 
TimeStep 44000000 0 -100.00 0.00 
TimeStep 44000000 1 100.00 0.00 
TimeStep 44500000 0 -100.00 0.00 
TimeStep 44500000 1 100.00 0.00 
TimeStep 45000000 0 -100.00 0.00 
TimeStep 45000000 1 100.00 0.00 
TimeStep 45500000 0 -100.00 0.00 
TimeStep 45500000 1 100.00 0.00 
TimeStep 46000000 0 -100.00 0.00 
TimeStep 46000000 1 100.00 0.00 
TimeStep 46500000 0 -100.00 0.00 
TimeStep 46500000 1 100.00 0.00 
TimeStep 47000000 0 -100.00 0.00 
TimeStep 47000000 1 100.00 0.00 
TimeStep 47500000 0 -100.00 0.00 
TimeStep 47500000 1 100.00 0.00 
TimeStep 48000000 0 -100.00 0.00 
TimeStep 48000000 1 100.00 0.00 
TimeStep 48500000 0 -100.00 0.00 
TimeStep 48500000 1 100.00 0.00 
TimeStep 49000000 0 -100.00 0.00 
TimeStep 49000000 1 100.00 0.00 
TimeStep 49500000 0 -100.00 0.00 
TimeStep 49500000 1 100.00 0.00 
TimeStep 50000000 0 -100.00 0.00 
TimeStep 50000000 1 100.00 0.00 
TimeStep 50500000 0 -100.00 0.00 
TimeStep 50500000 1 100.00 0.00 
TimeStep 51000000 0 -100.00 0.00 
TimeStep 51000000 1 100.00 0.00 
TimeStep 51500000 0 -100.00 0.00 
TimeStep 51500000 1 100.00 0.00 
TimeStep 52000000 0 -100.00 0.00 
TimeStep 52000000 1 100.00 0.00 
TimeStep 52500000 0 -100.00 0.00 
TimeStep 52500000 1 100.00 0.00 
TimeStep 53000000 0 -100.00 0.00 
TimeStep 53000000 1 100.00 0.00 
TimeStep 53500000 0 -100.00 0.00 
TimeStep 53500000 1 100.00 0.00 
