TimeStep 54000000 0 -100.00 0.00 
TimeStep 54000000 1 100.00 0.00 
TimeStep 54500000 0 -100.00 0.00 
TimeStep 54500000 1 100.00 0.00 
TimeStep 55000000 0 -100.00 0.00 
TimeStep 55000000 1 100.00 0.00 
TimeStep 55500000 0 -100.00 0.00 
TimeStep 55500000 1 100.00 0.00 
TimeStep 56000000 0 -100.00 0.00 
TimeStep 56000000 1 100.00 0.00 
TimeStep 56500000 0 -100.00 0.00 
TimeStep 56500000 1 100.00 0.00 
TimeStep 57000000 0 -100.00 0.00 
TimeStep 57000000 1 100.00 0.00 
TimeStep 57500000 0 -100.00 0.00 
TimeStep 57500000 1 100.00 0.00 
TimeStep 58000000 0 -100.00 0.00 
TimeStep 58000000 1 100.00 0.00 
TimeStep 58500000 0 -100.00 0.00 
TimeStep 58500000 1 100.00 0.00 
TimeStep 59000000 0 -100.00 0.00 
TimeStep 59000000 1 100.00 0.00 
TimeStep 59500000 0 -100.00 0.00 
TimeStep 59500000 1 100.00 0.00 
TimeStep 60000000 0 -100.00 0.00 
TimeStep 60000000 1 100.00 0.00 
TimeStep 60500000 0 -100.00 0.00 
TimeStep 60500000 1 100.00 0.00 
TimeStep 61000000 0 -100.00 0.00 
TimeStep 61000000 1 100.00 0.00 
TimeStep 61500000 0 -100.00 0.00 
TimeStep 61500000 1 100.00 0.00 
TimeStep 62000000 0 -100.00 0.00 
TimeStep 62000000 1 100.00 0.00 
TimeStep 62500000 0 -100.00 0.00 
TimeStep 62500000 1 100.00 0.00 
TimeStep 63000000 0 -100.00 0.00 
TimeStep 63000000 1 100.00 0.00 
TimeStep 63500000 0 -100.00 0.00 
TimeStep 63500000 1 100.00 0.00 
TimeStep 64000000 0 -100.00 0.00 
TimeStep 64000000 1 100.00 0.00 
TimeStep 64500000 0 -100.00 0.00 
TimeStep 64500000 1 100.00 0.00 
TimeStep 65000000 0 -100.00 0.00 
TimeStep 65000000 1 100.00 0.00 
TimeStep 65500000 0 -100.00 0.00 
TimeStep 65500000 1 100.00 0.00 
TimeStep 66000000 0 -100.00 0.00 
TimeStep 66000000 1 100.00 0.00 
TimeStep 66500000 0 -100.00 0.00 
TimeStep 66500000 1 100.00 0.00 
TimeStep 67000000 0 -100.00 0.00 
TimeStep 67000000 1 100.00 0.00 
TimeStep 67500000 0 -100.00 0.00 
TimeStep 67500000 1 100.00 0.00 
TimeStep 68000000 0 -100.00 0.00 
TimeStep 68000000 1 100.00 0.00 
TimeStep 68500000 0 -100.00 0.00 
TimeStep 68500000 1 100.00 0.00 
TimeStep 69000000 0 -100.00 0.00 
TimeStep 69000000 1 100.00 0.00 
TimeStep 69500000 0 -100.00 0.00 
TimeStep 69500000 1 100.00 0.00 
TimeStep 70000000 0 -100.00 0.00 
TimeStep 70000000 1 100.00 0.00 
TimeStep 70500000 0 -100.00 0.00 
TimeStep 70500000 1 100.00 0.00 
TimeStep 71000000 0 -100.00 0.00 
TimeStep 71000000 1 100.00 0.00 
TimeStep 71500000 0 -100.00 0.00 
TimeStep 71500000 1 100.00 0.00 
TimeStep 72000000 0 -100.00 0.00 
TimeStep 72000000 1 100.00 0.00 
TimeStep 72500000 0 -100.00 0.00 
TimeStep 72500000 1 100.00 0.00 
TimeStep 73000000 0 -100.00 0.00 
TimeStep 73000000 1 100.00 0.00 
TimeStep 73500000 0 -100.00 0.00 
TimeStep 73500000 1 100.00 0.00 
TimeStep 74000000 0 -100.00 0.00 
TimeStep 74000000 1 100.00 0.00 
TimeStep 74500000 0 -100.00 0.00 
TimeStep 74500000 1 100.00 0.00 
TimeStep 75000000 0 -100.00 0.00 
TimeStep 75000000 1 100.00 0.00 
TimeStep 75500000 0 -100.00 0.00 
TimeStep 75500000 1 100.00 0.00 
TimeStep 76000000 0 -100.00 0.00 
TimeStep 76000000 1 100.00 0.00 
TimeStep 76500000 0 -100.00 0.00 
TimeStep 76500000 1 100.00 0.00 
TimeStep 77000000 0 -100.00 0.00 
TimeStep 77000000 1 100.00 0.00 
TimeStep 77500000 0 -100.00 0.00 
TimeStep 77500000 1 100.00 0.00 
TimeStep 78000000 0 -100.00 0.00 
TimeStep 78000000 1 100.00 0.00 
TimeStep 78500000 0 -100.00 0.00 
TimeStep 78500000 1 100.00 0.00 
TimeStep 79000000 0 -100.00 0.00 
TimeStep 79000000 1 100.00 0.00 
TimeStep 79500000 0 -100.00 0.00 
TimeStep 79500000 1 100.00 0.00 
